path,line_or_section,current_claim,classification,required_action,evidence_source,citation_key,final_status
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 746,"BOUND-0745,thesis-writing/thesis/chapters/11_discussion.tex,validation,""The proxy states summarize clinically inspired patterns and are analytically useful for organizing retrospective evidence. They may support hypothesis generation and help identify proxy-state contrasts that merit targeted clinical and causal investigation. High prediction performance against rule labels does not establish clinical accuracy, however, and a positive adjusted proxy-state contrast does not imply that clinicians should attempt to manipulate the proxy directly. The system did not undergo prospective validation, external clinical validation, or clinical impact analysis. Its causal quantities are not ready for bedside decision support, and no patient-level treatment recommendation follows from the results."",Evidence and provenance are qualified; no unearned validation or reproducibility claim.,RETAINED—QUALIFIED,NO,Evidence and provenance are qualified; no unearned validation or reproducibility claim.,Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 747,"BOUND-0746,thesis-writing/thesis/chapters/11_discussion.tex,clinical,""The proxy states summarize clinically inspired patterns and are analytically useful for organizing retrospective evidence. They may support hypothesis generation and help identify proxy-state contrasts that merit targeted clinical and causal investigation. High prediction performance against rule labels does not establish clinical accuracy, however, and a positive adjusted proxy-state contrast does not imply that clinicians should attempt to manipulate the proxy directly. The system did not undergo prospective validation, external clinical validation, or clinical impact analysis. Its causal quantities are not ready for bedside decision support, and no patient-level treatment recommendation follows from the results."",""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 748,"BOUND-0747,thesis-writing/thesis/chapters/11_discussion.tex,impact,""The proxy states summarize clinically inspired patterns and are analytically useful for organizing retrospective evidence. They may support hypothesis generation and help identify proxy-state contrasts that merit targeted clinical and causal investigation. High prediction performance against rule labels does not establish clinical accuracy, however, and a positive adjusted proxy-state contrast does not imply that clinicians should attempt to manipulate the proxy directly. The system did not undergo prospective validation, external clinical validation, or clinical impact analysis. Its causal quantities are not ready for bedside decision support, and no patient-level treatment recommendation follows from the results."",Risk language is descriptive and bounded by the stated observational context.,RETAINED—QUALIFIED,NO,Risk language is descriptive and bounded by the stated observational context.,Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 749,"BOUND-0748,thesis-writing/thesis/chapters/11_discussion.tex,causal,""The proxy states summarize clinically inspired patterns and are analytically useful for organizing retrospective evidence. They may support hypothesis generation and help identify proxy-state contrasts that merit targeted clinical and causal investigation. High prediction performance against rule labels does not establish clinical accuracy, however, and a positive adjusted proxy-state contrast does not imply that clinicians should attempt to manipulate the proxy directly. The system did not undergo prospective validation, external clinical validation, or clinical impact analysis. Its causal quantities are not ready for bedside decision support, and no patient-level treatment recommendation follows from the results."",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 750,"BOUND-0749,thesis-writing/thesis/chapters/11_discussion.tex,treatment,""The proxy states summarize clinically inspired patterns and are analytically useful for organizing retrospective evidence. They may support hypothesis generation and help identify proxy-state contrasts that merit targeted clinical and causal investigation. High prediction performance against rule labels does not establish clinical accuracy, however, and a positive adjusted proxy-state contrast does not imply that clinicians should attempt to manipulate the proxy directly. The system did not undergo prospective validation, external clinical validation, or clinical impact analysis. Its causal quantities are not ready for bedside decision support, and no patient-level treatment recommendation follows from the results."",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 751,"BOUND-0750,thesis-writing/thesis/chapters/11_discussion.tex,recommendation,""The proxy states summarize clinically inspired patterns and are analytically useful for organizing retrospective evidence. They may support hypothesis generation and help identify proxy-state contrasts that merit targeted clinical and causal investigation. High prediction performance against rule labels does not establish clinical accuracy, however, and a positive adjusted proxy-state contrast does not imply that clinicians should attempt to manipulate the proxy directly. The system did not undergo prospective validation, external clinical validation, or clinical impact analysis. Its causal quantities are not ready for bedside decision support, and no patient-level treatment recommendation follows from the results."",""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 752,"BOUND-0751,thesis-writing/thesis/chapters/11_discussion.tex,clinical,""The main limitations arise from proxy-label construct validity and measurement error; ill-defined or non-manipulable exposures; unvalidated DAG assumptions and possible unmeasured confounding; temporal ambiguity; incomplete empirical support; model dependence; outcome-class downsampling; dataset heterogeneity; incomplete final-run provenance; and the absence of clinical, fairness, and deployment validation. The answer is therefore \emph{empirically supported with substantial unresolved boundaries}. These limitations determine the strength of every preceding answer and motivate the validity analysis below."",""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 753,"BOUND-0752,thesis-writing/thesis/chapters/11_discussion.tex,deployment,""The main limitations arise from proxy-label construct validity and measurement error; ill-defined or non-manipulable exposures; unvalidated DAG assumptions and possible unmeasured confounding; temporal ambiguity; incomplete empirical support; model dependence; outcome-class downsampling; dataset heterogeneity; incomplete final-run provenance; and the absence of clinical, fairness, and deployment validation. The answer is therefore \emph{empirically supported with substantial unresolved boundaries}. These limitations determine the strength of every preceding answer and motivate the validity analysis below."",""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 754,"BOUND-0753,thesis-writing/thesis/chapters/11_discussion.tex,validation,""The main limitations arise from proxy-label construct validity and measurement error; ill-defined or non-manipulable exposures; unvalidated DAG assumptions and possible unmeasured confounding; temporal ambiguity; incomplete empirical support; model dependence; outcome-class downsampling; dataset heterogeneity; incomplete final-run provenance; and the absence of clinical, fairness, and deployment validation. The answer is therefore \emph{empirically supported with substantial unresolved boundaries}. These limitations determine the strength of every preceding answer and motivate the validity analysis below."",Evidence and provenance are qualified; no unearned validation or reproducibility claim.,RETAINED—QUALIFIED,NO,Evidence and provenance are qualified; no unearned validation or reproducibility claim.,Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 755,"BOUND-0754,thesis-writing/thesis/chapters/11_discussion.tex,Clinical,""Main RQ & An auditable workflow links irregular measurements, proxy construction and prediction, algorithmic aggregation, project DAGs, and adjusted analyses across both datasets. & Implementation supported & Clinical and causal meaning remains assumption dependent. \\"",""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 756,"BOUND-0755,thesis-writing/thesis/chapters/11_discussion.tex,causal,""Main RQ & An auditable workflow links irregular measurements, proxy construction and prediction, algorithmic aggregation, project DAGs, and adjusted analyses across both datasets. & Implementation supported & Clinical and causal meaning remains assumption dependent. \\"",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 758,"BOUND-0757,thesis-writing/thesis/chapters/11_discussion.tex,clinically,""SRQ-2 & Deterministic proxy states can serve consistently as labels, voter inputs, and exposures. & Unresolved clinically & No chart adjudication or external clinical validation. \\"",""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 759,"BOUND-0758,thesis-writing/thesis/chapters/11_discussion.tex,clinical,""SRQ-2 & Deterministic proxy states can serve consistently as labels, voter inputs, and exposures. & Unresolved clinically & No chart adjudication or external clinical validation. \\"",""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 760,"BOUND-0759,thesis-writing/thesis/chapters/11_discussion.tex,validation,""SRQ-2 & Deterministic proxy states can serve consistently as labels, voter inputs, and exposures. & Unresolved clinically & No chart adjudication or external clinical validation. \\"",Evidence and provenance are qualified; no unearned validation or reproducibility claim.,RETAINED—QUALIFIED,NO,Evidence and provenance are qualified; no unearned validation or reproducibility claim.,Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 761,"BOUND-0760,thesis-writing/thesis/chapters/11_discussion.tex,clinical,SRQ-4 & Exports are normalized to probability/binary pairs and may be combined by deterministic majority vote. & Implementation supported & Voting is not clinical consensus and can preserve shared error. \\,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 764,"BOUND-0763,thesis-writing/thesis/chapters/11_discussion.tex,clinical,""SRQ-7 & Construct, identification, support, modeling, transport, provenance, and clinical-use limitations materially bound all findings. & Partially supported & Several limitations require new clinical review, provenance, or validation evidence. \\"",""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 765,"BOUND-0764,thesis-writing/thesis/chapters/11_discussion.tex,clinical,""SRQ-7 & Construct, identification, support, modeling, transport, provenance, and clinical-use limitations materially bound all findings. & Partially supported & Several limitations require new clinical review, provenance, or validation evidence. \\"",""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 767,"BOUND-0766,thesis-writing/thesis/chapters/11_discussion.tex,clinically,""The principal construct limitation is that clinically inspired rules approximate conditions but were not evaluated against chart-adjudicated diagnoses. Available evidence consists of active rule code, binary artifact schemas, and limited descriptive validation summaries. This makes the constructs transparent but does not establish their sensitivity, specificity, or equivalence across datasets. Prediction and majority voting introduce further classification error, and correlated voters can preserve shared systematic error. Existing mitigations are deterministic definitions, source-code traceability, dataset-specific naming, and explicit proxy terminology; the residual risk remains high because clinical review and reference-standard validation are absent."",""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 770,"BOUND-0769,thesis-writing/thesis/chapters/11_discussion.tex,clinical,""The principal construct limitation is that clinically inspired rules approximate conditions but were not evaluated against chart-adjudicated diagnoses. Available evidence consists of active rule code, binary artifact schemas, and limited descriptive validation summaries. This makes the constructs transparent but does not establish their sensitivity, specificity, or equivalence across datasets. Prediction and majority voting introduce further classification error, and correlated voters can preserve shared systematic error. Existing mitigations are deterministic definitions, source-code traceability, dataset-specific naming, and explicit proxy terminology; the residual risk remains high because clinical review and reference-standard validation are absent."",""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 772,"BOUND-0771,thesis-writing/thesis/chapters/11_discussion.tex,clinically,""Binary exposure states also compress severity, duration, and timing. A positive tag may combine clinically distinct trajectories, while a negative tag can reflect missing measurement rather than absence of a condition. Proxy onset relative to covariates and mortality is not fully established, so exposure misclassification and temporal ambiguity can bias both prediction and adjusted analyses. The processed outcome, \texttt{in\_hospital\_mortality}, is consistently required by the software, but its producing-artifact provenance is incomplete, and no competing-risk or post-discharge mortality analysis was performed."",""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 774,"BOUND-0773,thesis-writing/thesis/chapters/11_discussion.tex,clinical,""The observation process is itself informative. Measurement frequency may reflect clinical concern, resource use, or care pathways; models that encode masks or time gaps can exploit this signal without removing its causal implications. Preprocessing and missingness-aware representation are therefore not equivalent to adjustment for the decision to measure. This concern can affect proxy construction, predictive comparisons, and effect estimation simultaneously."",""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 778,"BOUND-0777,thesis-writing/thesis/chapters/11_discussion.tex,causal,""These are the central constraints on causal interpretation. Illness-state proxies are not necessarily well-defined interventions, so consistency and the meaning of contrasting exposure states may be difficult to specify. No target-trial emulation was performed, and the pipeline does not implement a method for time-varying treatment--confounder feedback. Exchangeability depends on a project-specified DAG, correct temporal ordering, and measured variables; topology alone cannot establish patient-record timing. Some archived observed adjustment sets are empty, every checked identifiability field remains unresolved, and unmeasured or misspecified confounding remains possible."",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 779,"BOUND-0778,thesis-writing/thesis/chapters/11_discussion.tex,interventions,""These are the central constraints on causal interpretation. Illness-state proxies are not necessarily well-defined interventions, so consistency and the meaning of contrasting exposure states may be difficult to specify. No target-trial emulation was performed, and the pipeline does not implement a method for time-varying treatment--confounder feedback. Exchangeability depends on a project-specified DAG, correct temporal ordering, and measured variables; topology alone cannot establish patient-record timing. Some archived observed adjustment sets are empty, every checked identifiability field remains unresolved, and unmeasured or misspecified confounding remains possible."",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 780,"BOUND-0779,thesis-writing/thesis/chapters/11_discussion.tex,treatment,""These are the central constraints on causal interpretation. Illness-state proxies are not necessarily well-defined interventions, so consistency and the meaning of contrasting exposure states may be difficult to specify. No target-trial emulation was performed, and the pipeline does not implement a method for time-varying treatment--confounder feedback. Exchangeability depends on a project-specified DAG, correct temporal ordering, and measured variables; topology alone cannot establish patient-record timing. Some archived observed adjustment sets are empty, every checked identifiability field remains unresolved, and unmeasured or misspecified confounding remains possible."",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 782,"BOUND-0781,thesis-writing/thesis/chapters/11_discussion.tex,clinical,""Estimand language remains deliberately restricted. The mean model-estimated CATE over the analyzed sample is an aggregate of model outputs, not automatically a population ATE. The descriptive matched-pair outcome difference is not automatically an ATT. Normalized CATE was omitted because scaling by the sample outcome rate is unstable across populations and does not create a risk ratio or another standard clinical estimand. These boundaries mitigate overstatement but do not resolve the underlying intervention-definition and identification problems."",""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 789,"BOUND-0788,thesis-writing/thesis/chapters/11_discussion.tex,causal,""MIMIC-III and PhysioNet differ in size, era, variables, measurement practices, and patient composition. Their proxy ontologies and DAGs are dataset specific, and nominally similar states are not necessarily equivalent. Numerical estimates were therefore not pooled. Operation of the workflow on both sources is positive evidence of engineering and methodological portability, especially given the inclusion of several predictive and causal model families. It is not evidence that the estimates transport to other hospitals, countries, care practices, EHR systems, or time periods."",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 790,"BOUND-0789,thesis-writing/thesis/chapters/11_discussion.tex,validation,""No prospective validation, independent external clinical validation, or formal transport analysis was performed. Subgroup performance and effect stability by age, gender, ICU type, or other characteristics were not evaluated as a fairness study. Consequently, the analysis does not establish clinical generalizability or subgroup equity."",Evidence and provenance are qualified; no unearned validation or reproducibility claim.,RETAINED—QUALIFIED,NO,Evidence and provenance are qualified; no unearned validation or reproducibility claim.,Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 791,"BOUND-0790,thesis-writing/thesis/chapters/11_discussion.tex,clinical,""No prospective validation, independent external clinical validation, or formal transport analysis was performed. Subgroup performance and effect stability by age, gender, ICU type, or other characteristics were not evaluated as a fairness study. Consequently, the analysis does not establish clinical generalizability or subgroup equity."",""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 792,"BOUND-0791,thesis-writing/thesis/chapters/11_discussion.tex,validation,""No prospective validation, independent external clinical validation, or formal transport analysis was performed. Subgroup performance and effect stability by age, gender, ICU type, or other characteristics were not evaluated as a fairness study. Consequently, the analysis does not establish clinical generalizability or subgroup equity."",Evidence and provenance are qualified; no unearned validation or reproducibility claim.,RETAINED—QUALIFIED,NO,Evidence and provenance are qualified; no unearned validation or reproducibility claim.,Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 793,"BOUND-0792,thesis-writing/thesis/chapters/11_discussion.tex,effect,""No prospective validation, independent external clinical validation, or formal transport analysis was performed. Subgroup performance and effect stability by age, gender, ICU type, or other characteristics were not evaluated as a fairness study. Consequently, the analysis does not establish clinical generalizability or subgroup equity."",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 794,"BOUND-0793,thesis-writing/thesis/chapters/11_discussion.tex,clinical,""No prospective validation, independent external clinical validation, or formal transport analysis was performed. Subgroup performance and effect stability by age, gender, ICU type, or other characteristics were not evaluated as a fairness study. Consequently, the analysis does not establish clinical generalizability or subgroup equity."",""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 798,"BOUND-0797,thesis-writing/thesis/chapters/11_discussion.tex,causal,""LLM prompts contributed candidate proxy-state and DAG design material, but source code defines the rules and graphs that the repository implements. The prompts were neither a causal-discovery algorithm nor clinical validation. Exact settings, research or browsing modes, follow-up interactions, and complete accepted/rejected human-review decisions remain only partially documented."",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 799,"BOUND-0798,thesis-writing/thesis/chapters/11_discussion.tex,clinical,""LLM prompts contributed candidate proxy-state and DAG design material, but source code defines the rules and graphs that the repository implements. The prompts were neither a causal-discovery algorithm nor clinical validation. Exact settings, research or browsing modes, follow-up interactions, and complete accepted/rejected human-review decisions remain only partially documented."",""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 800,"BOUND-0799,thesis-writing/thesis/chapters/11_discussion.tex,validation,""LLM prompts contributed candidate proxy-state and DAG design material, but source code defines the rules and graphs that the repository implements. The prompts were neither a causal-discovery algorithm nor clinical validation. Exact settings, research or browsing modes, follow-up interactions, and complete accepted/rejected human-review decisions remain only partially documented."",Evidence and provenance are qualified; no unearned validation or reproducibility claim.,RETAINED—QUALIFIED,NO,Evidence and provenance are qualified; no unearned validation or reproducibility claim.,Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
