numeric_id,file,line,excerpt,numeric_expression,normalized_value,classification,authoritative_source,exact_source_location,source_value,sampling_condition,estimator,dataset,status,required_action,notes
N0709,thesis-writing/thesis/chapters/10_results.tex,168,"MIMIC & \nolinkurl{LAT_METABOLIC_DERANGEMENT} & 5,061 & 0.506 & 0 & 0.037 & Sufficient \\",0,0,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,0,NOT_APPLICABLE,NOT_APPLICABLE,MIMIC-III,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0710,thesis-writing/thesis/chapters/10_results.tex,168,"MIMIC & \nolinkurl{LAT_METABOLIC_DERANGEMENT} & 5,061 & 0.506 & 0 & 0.037 & Sufficient \\",0.037,0.037,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,0.037,NOT_APPLICABLE,NOT_APPLICABLE,MIMIC-III,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0711,thesis-writing/thesis/chapters/10_results.tex,169,"MIMIC & \nolinkurl{LAT_NEUROLOGIC_DYSFUNCTION} & 6,275 & 0.539 & 0 & 0.027 & Sufficient \\","6,275",6275,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,6275,NOT_APPLICABLE,NOT_APPLICABLE,MIMIC-III,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0712,thesis-writing/thesis/chapters/10_results.tex,169,"MIMIC & \nolinkurl{LAT_NEUROLOGIC_DYSFUNCTION} & 6,275 & 0.539 & 0 & 0.027 & Sufficient \\",0.539,0.539,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,0.539,NOT_APPLICABLE,NOT_APPLICABLE,MIMIC-III,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0713,thesis-writing/thesis/chapters/10_results.tex,169,"MIMIC & \nolinkurl{LAT_NEUROLOGIC_DYSFUNCTION} & 6,275 & 0.539 & 0 & 0.027 & Sufficient \\",0,0,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,0,NOT_APPLICABLE,NOT_APPLICABLE,MIMIC-III,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0714,thesis-writing/thesis/chapters/10_results.tex,169,"MIMIC & \nolinkurl{LAT_NEUROLOGIC_DYSFUNCTION} & 6,275 & 0.539 & 0 & 0.027 & Sufficient \\",0.027,0.027,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,0.027,NOT_APPLICABLE,NOT_APPLICABLE,MIMIC-III,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0715,thesis-writing/thesis/chapters/10_results.tex,170,"MIMIC & \nolinkurl{LAT_RENAL_DYSFUNCTION} & 8,915 & 0.915 & 0 & 0.134 & Sufficient \\","8,915",8915,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,8915,NOT_APPLICABLE,NOT_APPLICABLE,MIMIC-III,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0716,thesis-writing/thesis/chapters/10_results.tex,170,"MIMIC & \nolinkurl{LAT_RENAL_DYSFUNCTION} & 8,915 & 0.915 & 0 & 0.134 & Sufficient \\",0.915,0.915,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,0.915,NOT_APPLICABLE,NOT_APPLICABLE,MIMIC-III,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0717,thesis-writing/thesis/chapters/10_results.tex,170,"MIMIC & \nolinkurl{LAT_RENAL_DYSFUNCTION} & 8,915 & 0.915 & 0 & 0.134 & Sufficient \\",0,0,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,0,NOT_APPLICABLE,NOT_APPLICABLE,MIMIC-III,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0718,thesis-writing/thesis/chapters/10_results.tex,170,"MIMIC & \nolinkurl{LAT_RENAL_DYSFUNCTION} & 8,915 & 0.915 & 0 & 0.134 & Sufficient \\",0.134,0.134,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,0.134,NOT_APPLICABLE,NOT_APPLICABLE,MIMIC-III,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0719,thesis-writing/thesis/chapters/10_results.tex,171,"MIMIC & \nolinkurl{LAT_RESPIRATORY_FAILURE} & 10,998 & 0.694 & 2 & 0.106 & Sufficient; distance 2 \\","10,998",10998,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,10998,NOT_APPLICABLE,NOT_APPLICABLE,MIMIC-III,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0720,thesis-writing/thesis/chapters/10_results.tex,171,"MIMIC & \nolinkurl{LAT_RESPIRATORY_FAILURE} & 10,998 & 0.694 & 2 & 0.106 & Sufficient; distance 2 \\",0.694,0.694,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,0.694,NOT_APPLICABLE,NOT_APPLICABLE,MIMIC-III,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0721,thesis-writing/thesis/chapters/10_results.tex,171,"MIMIC & \nolinkurl{LAT_RESPIRATORY_FAILURE} & 10,998 & 0.694 & 2 & 0.106 & Sufficient; distance 2 \\",2,2,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,2,NOT_APPLICABLE,NOT_APPLICABLE,MIMIC-III,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0722,thesis-writing/thesis/chapters/10_results.tex,171,"MIMIC & \nolinkurl{LAT_RESPIRATORY_FAILURE} & 10,998 & 0.694 & 2 & 0.106 & Sufficient; distance 2 \\",0.106,0.106,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,0.106,NOT_APPLICABLE,NOT_APPLICABLE,MIMIC-III,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0723,thesis-writing/thesis/chapters/10_results.tex,171,"MIMIC & \nolinkurl{LAT_RESPIRATORY_FAILURE} & 10,998 & 0.694 & 2 & 0.106 & Sufficient; distance 2 \\",2,2,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,2,NOT_APPLICABLE,NOT_APPLICABLE,MIMIC-III,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0724,thesis-writing/thesis/chapters/10_results.tex,172,"MIMIC & \nolinkurl{LAT_SHOCK} & 10,380 & 0.717 & 1 & 0.039 & Sufficient \\","10,380",10380,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,10380,NOT_APPLICABLE,NOT_APPLICABLE,MIMIC-III,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0725,thesis-writing/thesis/chapters/10_results.tex,172,"MIMIC & \nolinkurl{LAT_SHOCK} & 10,380 & 0.717 & 1 & 0.039 & Sufficient \\",0.717,0.717,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,0.717,NOT_APPLICABLE,NOT_APPLICABLE,MIMIC-III,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0726,thesis-writing/thesis/chapters/10_results.tex,172,"MIMIC & \nolinkurl{LAT_SHOCK} & 10,380 & 0.717 & 1 & 0.039 & Sufficient \\",1,1,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,1,NOT_APPLICABLE,NOT_APPLICABLE,MIMIC-III,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0727,thesis-writing/thesis/chapters/10_results.tex,172,"MIMIC & \nolinkurl{LAT_SHOCK} & 10,380 & 0.717 & 1 & 0.039 & Sufficient \\",0.039,0.039,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,0.039,NOT_APPLICABLE,NOT_APPLICABLE,MIMIC-III,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0728,thesis-writing/thesis/chapters/10_results.tex,175,"PhysioNet & \nolinkurl{LAT_CARDIAC_INJURY_STRAIN} & 2,840 & 1.000 & 0 & 0.134 & Sufficient \\","2,840",2840,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,2840,NOT_APPLICABLE,NOT_APPLICABLE,PhysioNet 2012,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0729,thesis-writing/thesis/chapters/10_results.tex,175,"PhysioNet & \nolinkurl{LAT_CARDIAC_INJURY_STRAIN} & 2,840 & 1.000 & 0 & 0.134 & Sufficient \\",1.000,1.000,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,1.000,NOT_APPLICABLE,NOT_APPLICABLE,PhysioNet 2012,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0730,thesis-writing/thesis/chapters/10_results.tex,175,"PhysioNet & \nolinkurl{LAT_CARDIAC_INJURY_STRAIN} & 2,840 & 1.000 & 0 & 0.134 & Sufficient \\",0,0,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,0,NOT_APPLICABLE,NOT_APPLICABLE,PhysioNet 2012,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0731,thesis-writing/thesis/chapters/10_results.tex,175,"PhysioNet & \nolinkurl{LAT_CARDIAC_INJURY_STRAIN} & 2,840 & 1.000 & 0 & 0.134 & Sufficient \\",0.134,0.134,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,0.134,NOT_APPLICABLE,NOT_APPLICABLE,PhysioNet 2012,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0732,thesis-writing/thesis/chapters/10_results.tex,176,"PhysioNet & \nolinkurl{LAT_COAG_HEME_DYSFUNCTION} & 1,763 & 0.558 & 0 & 0.0017 & Sufficient \\","1,763",1763,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,1763,NOT_APPLICABLE,NOT_APPLICABLE,PhysioNet 2012,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0733,thesis-writing/thesis/chapters/10_results.tex,176,"PhysioNet & \nolinkurl{LAT_COAG_HEME_DYSFUNCTION} & 1,763 & 0.558 & 0 & 0.0017 & Sufficient \\",0.558,0.558,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,0.558,NOT_APPLICABLE,NOT_APPLICABLE,PhysioNet 2012,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0734,thesis-writing/thesis/chapters/10_results.tex,176,"PhysioNet & \nolinkurl{LAT_COAG_HEME_DYSFUNCTION} & 1,763 & 0.558 & 0 & 0.0017 & Sufficient \\",0,0,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,0,NOT_APPLICABLE,NOT_APPLICABLE,PhysioNet 2012,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0735,thesis-writing/thesis/chapters/10_results.tex,176,"PhysioNet & \nolinkurl{LAT_COAG_HEME_DYSFUNCTION} & 1,763 & 0.558 & 0 & 0.0017 & Sufficient \\",0.0017,0.0017,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,0.0017,NOT_APPLICABLE,NOT_APPLICABLE,PhysioNet 2012,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0736,thesis-writing/thesis/chapters/10_results.tex,177,"PhysioNet & \nolinkurl{LAT_GLOBAL_SEVERITY} & 1,782 & 0.287 & 1 & 0.095 & Weak: insufficient-pair flag \\","1,782",1782,RESULT_COUNT,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,1782,NOT_APPLICABLE,NOT_APPLICABLE,PhysioNet 2012,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0737,thesis-writing/thesis/chapters/10_results.tex,177,"PhysioNet & \nolinkurl{LAT_GLOBAL_SEVERITY} & 1,782 & 0.287 & 1 & 0.095 & Weak: insufficient-pair flag \\",0.287,0.287,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,0.287,NOT_APPLICABLE,NOT_APPLICABLE,PhysioNet 2012,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0738,thesis-writing/thesis/chapters/10_results.tex,177,"PhysioNet & \nolinkurl{LAT_GLOBAL_SEVERITY} & 1,782 & 0.287 & 1 & 0.095 & Weak: insufficient-pair flag \\",1,1,RESULT_COUNT,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,1,NOT_APPLICABLE,NOT_APPLICABLE,PhysioNet 2012,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0739,thesis-writing/thesis/chapters/10_results.tex,177,"PhysioNet & \nolinkurl{LAT_GLOBAL_SEVERITY} & 1,782 & 0.287 & 1 & 0.095 & Weak: insufficient-pair flag \\",0.095,0.095,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,0.095,NOT_APPLICABLE,NOT_APPLICABLE,PhysioNet 2012,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0740,thesis-writing/thesis/chapters/10_results.tex,178,"PhysioNet & \nolinkurl{LAT_HEPATIC_DYSFUNCTION} & 1,133 & 1.000 & 0 & 0.137 & Sufficient \\","1,133",1133,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,1133,NOT_APPLICABLE,NOT_APPLICABLE,PhysioNet 2012,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0741,thesis-writing/thesis/chapters/10_results.tex,178,"PhysioNet & \nolinkurl{LAT_HEPATIC_DYSFUNCTION} & 1,133 & 1.000 & 0 & 0.137 & Sufficient \\",1.000,1.000,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,1.000,NOT_APPLICABLE,NOT_APPLICABLE,PhysioNet 2012,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0742,thesis-writing/thesis/chapters/10_results.tex,178,"PhysioNet & \nolinkurl{LAT_HEPATIC_DYSFUNCTION} & 1,133 & 1.000 & 0 & 0.137 & Sufficient \\",0,0,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,0,NOT_APPLICABLE,NOT_APPLICABLE,PhysioNet 2012,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0743,thesis-writing/thesis/chapters/10_results.tex,178,"PhysioNet & \nolinkurl{LAT_HEPATIC_DYSFUNCTION} & 1,133 & 1.000 & 0 & 0.137 & Sufficient \\",0.137,0.137,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,0.137,NOT_APPLICABLE,NOT_APPLICABLE,PhysioNet 2012,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0744,thesis-writing/thesis/chapters/10_results.tex,179,"PhysioNet & \nolinkurl{LAT_METABOLIC_DERANGEMENT} & 3,378 & 0.757 & 2 & 0.073 & Sufficient; distance 2 \\","3,378",3378,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,3378,NOT_APPLICABLE,NOT_APPLICABLE,PhysioNet 2012,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0745,thesis-writing/thesis/chapters/10_results.tex,179,"PhysioNet & \nolinkurl{LAT_METABOLIC_DERANGEMENT} & 3,378 & 0.757 & 2 & 0.073 & Sufficient; distance 2 \\",0.757,0.757,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,0.757,NOT_APPLICABLE,NOT_APPLICABLE,PhysioNet 2012,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0746,thesis-writing/thesis/chapters/10_results.tex,179,"PhysioNet & \nolinkurl{LAT_METABOLIC_DERANGEMENT} & 3,378 & 0.757 & 2 & 0.073 & Sufficient; distance 2 \\",2,2,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,2,NOT_APPLICABLE,NOT_APPLICABLE,PhysioNet 2012,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0747,thesis-writing/thesis/chapters/10_results.tex,179,"PhysioNet & \nolinkurl{LAT_METABOLIC_DERANGEMENT} & 3,378 & 0.757 & 2 & 0.073 & Sufficient; distance 2 \\",0.073,0.073,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,0.073,NOT_APPLICABLE,NOT_APPLICABLE,PhysioNet 2012,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0748,thesis-writing/thesis/chapters/10_results.tex,179,"PhysioNet & \nolinkurl{LAT_METABOLIC_DERANGEMENT} & 3,378 & 0.757 & 2 & 0.073 & Sufficient; distance 2 \\",2,2,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,2,NOT_APPLICABLE,NOT_APPLICABLE,PhysioNet 2012,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0749,thesis-writing/thesis/chapters/10_results.tex,180,"PhysioNet & \nolinkurl{LAT_RENAL_DYSFUNCTION} & 1,841 & 1.000 & 0 & 0.154 & Sufficient \\","1,841",1841,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,1841,NOT_APPLICABLE,NOT_APPLICABLE,PhysioNet 2012,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0750,thesis-writing/thesis/chapters/10_results.tex,180,"PhysioNet & \nolinkurl{LAT_RENAL_DYSFUNCTION} & 1,841 & 1.000 & 0 & 0.154 & Sufficient \\",1.000,1.000,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,1.000,NOT_APPLICABLE,NOT_APPLICABLE,PhysioNet 2012,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0751,thesis-writing/thesis/chapters/10_results.tex,180,"PhysioNet & \nolinkurl{LAT_RENAL_DYSFUNCTION} & 1,841 & 1.000 & 0 & 0.154 & Sufficient \\",0,0,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,0,NOT_APPLICABLE,NOT_APPLICABLE,PhysioNet 2012,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0752,thesis-writing/thesis/chapters/10_results.tex,180,"PhysioNet & \nolinkurl{LAT_RENAL_DYSFUNCTION} & 1,841 & 1.000 & 0 & 0.154 & Sufficient \\",0.154,0.154,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,0.154,NOT_APPLICABLE,NOT_APPLICABLE,PhysioNet 2012,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0753,thesis-writing/thesis/chapters/10_results.tex,181,"PhysioNet & \nolinkurl{LAT_SHOCK} & 2,433 & 0.438 & 1 & 0.010 & Weak: insufficient-pair flag \\","2,433",2433,RESULT_COUNT,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,2433,NOT_APPLICABLE,NOT_APPLICABLE,PhysioNet 2012,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0754,thesis-writing/thesis/chapters/10_results.tex,181,"PhysioNet & \nolinkurl{LAT_SHOCK} & 2,433 & 0.438 & 1 & 0.010 & Weak: insufficient-pair flag \\",0.438,0.438,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,0.438,NOT_APPLICABLE,NOT_APPLICABLE,PhysioNet 2012,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0755,thesis-writing/thesis/chapters/10_results.tex,181,"PhysioNet & \nolinkurl{LAT_SHOCK} & 2,433 & 0.438 & 1 & 0.010 & Weak: insufficient-pair flag \\",1,1,RESULT_COUNT,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,1,NOT_APPLICABLE,NOT_APPLICABLE,PhysioNet 2012,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0756,thesis-writing/thesis/chapters/10_results.tex,181,"PhysioNet & \nolinkurl{LAT_SHOCK} & 2,433 & 0.438 & 1 & 0.010 & Weak: insufficient-pair flag \\",0.010,0.010,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,0.010,NOT_APPLICABLE,NOT_APPLICABLE,PhysioNet 2012,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0757,thesis-writing/thesis/chapters/10_results.tex,189,"For the 15 successful rows, matching and CausalForestDML shared direction in 14 cases. PhysioNet shock was the exception: its matched-pair difference was positive (0.010), while its model-estimated mean was negative ($-0.014$). This is a descriptive comparison, not independent causal validation. A high match rate does not establish positivity; the procedure ",15,15,SECTION_IDENTIFIER,reader-facing document structure,thesis-writing/thesis/chapters/10_results.tex,15,NOT_APPLICABLE,CausalForestDML;matching,PhysioNet 2012,SOURCE_SUPPORTED,NONE,"Structural identifier, unless also audited in its result context."
N0758,thesis-writing/thesis/chapters/10_results.tex,189,"For the 15 successful rows, matching and CausalForestDML shared direction in 14 cases. PhysioNet shock was the exception: its matched-pair difference was positive (0.010), while its model-estimated mean was negative ($-0.014$). This is a descriptive comparison, not independent causal validation. A high match rate does not establish positivity; the procedure ",14,14,SECTION_IDENTIFIER,reader-facing document structure,thesis-writing/thesis/chapters/10_results.tex,14,NOT_APPLICABLE,CausalForestDML;matching,PhysioNet 2012,SOURCE_SUPPORTED,NONE,"Structural identifier, unless also audited in its result context."
N0759,thesis-writing/thesis/chapters/10_results.tex,189,"For the 15 successful rows, matching and CausalForestDML shared direction in 14 cases. PhysioNet shock was the exception: its matched-pair difference was positive (0.010), while its model-estimated mean was negative ($-0.014$). This is a descriptive comparison, not independent causal validation. A high match rate does not establish positivity; the procedure ",0.010,0.010,SECTION_IDENTIFIER,reader-facing document structure,thesis-writing/thesis/chapters/10_results.tex,0.010,NOT_APPLICABLE,CausalForestDML;matching,PhysioNet 2012,SOURCE_SUPPORTED,NONE,"Structural identifier, unless also audited in its result context."
N0760,thesis-writing/thesis/chapters/10_results.tex,189,"For the 15 successful rows, matching and CausalForestDML shared direction in 14 cases. PhysioNet shock was the exception: its matched-pair difference was positive (0.010), while its model-estimated mean was negative ($-0.014$). This is a descriptive comparison, not independent causal validation. A high match rate does not establish positivity; the procedure ",-0.014,-0.014,SECTION_IDENTIFIER,reader-facing document structure,thesis-writing/thesis/chapters/10_results.tex,-0.014,NOT_APPLICABLE,CausalForestDML;matching,PhysioNet 2012,SOURCE_SUPPORTED,NONE,"Structural identifier, unless also audited in its result context."
N0761,thesis-writing/thesis/chapters/10_results.tex,194,"LinearDML and CausalForestDML agreed in mean-effect direction for all 19 original-cohort dataset--exposure pairs (Table~\ref{tab:results-linear-comparison}). This agreement does not imply equal magnitude or ranking. In MIMIC, CausalForestDML estimated a larger cardiac-strain mean by approximately 0.033, while LinearDML estimated a larger global-severity mean",19,19,SECTION_IDENTIFIER,reader-facing document structure,thesis-writing/thesis/chapters/10_results.tex,19,original cohort primary,CausalForestDML;LinearDML,MIMIC-III,SOURCE_SUPPORTED,NONE,"Structural identifier, unless also audited in its result context."
N0762,thesis-writing/thesis/chapters/10_results.tex,194,"LinearDML and CausalForestDML agreed in mean-effect direction for all 19 original-cohort dataset--exposure pairs (Table~\ref{tab:results-linear-comparison}). This agreement does not imply equal magnitude or ranking. In MIMIC, CausalForestDML estimated a larger cardiac-strain mean by approximately 0.033, while LinearDML estimated a larger global-severity mean",0.033,0.033,SECTION_IDENTIFIER,reader-facing document structure,thesis-writing/thesis/chapters/10_results.tex,0.033,original cohort primary,CausalForestDML;LinearDML,MIMIC-III,SOURCE_SUPPORTED,NONE,"Structural identifier, unless also audited in its result context."
N0763,thesis-writing/thesis/chapters/10_results.tex,194,"LinearDML and CausalForestDML agreed in mean-effect direction for all 19 original-cohort dataset--exposure pairs (Table~\ref{tab:results-linear-comparison}). This agreement does not imply equal magnitude or ranking. In MIMIC, CausalForestDML estimated a larger cardiac-strain mean by approximately 0.033, while LinearDML estimated a larger global-severity mean",0.018,0.018,SECTION_IDENTIFIER,reader-facing document structure,thesis-writing/thesis/chapters/10_results.tex,0.018,original cohort primary,CausalForestDML;LinearDML,MIMIC-III,SOURCE_SUPPORTED,NONE,"Structural identifier, unless also audited in its result context."
N0764,thesis-writing/thesis/chapters/10_results.tex,194,"LinearDML and CausalForestDML agreed in mean-effect direction for all 19 original-cohort dataset--exposure pairs (Table~\ref{tab:results-linear-comparison}). This agreement does not imply equal magnitude or ranking. In MIMIC, CausalForestDML estimated a larger cardiac-strain mean by approximately 0.033, while LinearDML estimated a larger global-severity mean",0.030,0.030,SECTION_IDENTIFIER,reader-facing document structure,thesis-writing/thesis/chapters/10_results.tex,0.030,original cohort primary,CausalForestDML;LinearDML,MIMIC-III,SOURCE_SUPPORTED,NONE,"Structural identifier, unless also audited in its result context."
N0765,thesis-writing/thesis/chapters/10_results.tex,194,"LinearDML and CausalForestDML agreed in mean-effect direction for all 19 original-cohort dataset--exposure pairs (Table~\ref{tab:results-linear-comparison}). This agreement does not imply equal magnitude or ranking. In MIMIC, CausalForestDML estimated a larger cardiac-strain mean by approximately 0.033, while LinearDML estimated a larger global-severity mean",0.029,0.029,SECTION_IDENTIFIER,reader-facing document structure,thesis-writing/thesis/chapters/10_results.tex,0.029,original cohort primary,CausalForestDML;LinearDML,MIMIC-III,SOURCE_SUPPORTED,NONE,"Structural identifier, unless also audited in its result context."
N0766,thesis-writing/thesis/chapters/10_results.tex,198,\setlength{\tabcolsep}{4pt},4,4,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,4,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0767,thesis-writing/thesis/chapters/10_results.tex,199,\begin{longtable}{@{}lp{0.43\textwidth}rrc@{}},0.43,0.43,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,0.43,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0768,thesis-writing/thesis/chapters/10_results.tex,210,MIMIC & \nolinkurl{LAT_CARDIAC_STRAIN} & 0.220 & 0.188 & Yes \\,0.220,0.220,RESULT_VALUE,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,0.220,NOT_APPLICABLE,NOT_APPLICABLE,MIMIC-III,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
