check_id,file,term_or_claim,context,current_boundary,status,edit_required,post_edit_boundary,notes
BOUND-0828,thesis-writing/thesis/chapters/11_discussion.tex,interventions,Exposure definition & Binary illness-state proxies are not necessarily manipulable interventions. & Consistency and causal meaning may be ill defined. & Exposure wording and no treatment recommendation. & High; intervention definition remains unresolved. \\,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0829,thesis-writing/thesis/chapters/11_discussion.tex,causal,Exposure definition & Binary illness-state proxies are not necessarily manipulable interventions. & Consistency and causal meaning may be ill defined. & Exposure wording and no treatment recommendation. & High; intervention definition remains unresolved. \\,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0830,thesis-writing/thesis/chapters/11_discussion.tex,treatment,Exposure definition & Binary illness-state proxies are not necessarily manipulable interventions. & Consistency and causal meaning may be ill defined. & Exposure wording and no treatment recommendation. & High; intervention definition remains unresolved. \\,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0831,thesis-writing/thesis/chapters/11_discussion.tex,recommendation,Exposure definition & Binary illness-state proxies are not necessarily manipulable interventions. & Consistency and causal meaning may be ill defined. & Exposure wording and no treatment recommendation. & High; intervention definition remains unresolved. \\,"Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim.",RETAINED—QUALIFIED,NO,"Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim.",Static reader-facing occurrence reviewed.
BOUND-0832,thesis-writing/thesis/chapters/11_discussion.tex,intervention,Exposure definition & Binary illness-state proxies are not necessarily manipulable interventions. & Consistency and causal meaning may be ill defined. & Exposure wording and no treatment recommendation. & High; intervention definition remains unresolved. \\,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0833,thesis-writing/thesis/chapters/11_discussion.tex,validation,"Temporal ordering & Proxy, covariate, and outcome timing is not established by graph topology. & Reverse ordering or post-exposure adjustment can bias estimates. & DAG descendant filtering and explicit caveats. & High; record-level timing needs validation. \\",Evidence and provenance are qualified; no unearned validation or reproducibility claim.,RETAINED—QUALIFIED,NO,Evidence and provenance are qualified; no unearned validation or reproducibility claim.,Static reader-facing occurrence reviewed.
BOUND-0834,thesis-writing/thesis/chapters/11_discussion.tex,validated,DAG validity & Project graphs were not learned or empirically validated. & Misspecified arrows can select inadequate adjustment sets. & Source-coded transparency and prompt/code traceability. & High; expert review is incomplete. \\,Evidence and provenance are qualified; no unearned validation or reproducibility claim.,RETAINED—QUALIFIED,NO,Evidence and provenance are qualified; no unearned validation or reproducibility claim.,Static reader-facing occurrence reviewed.
BOUND-0835,thesis-writing/thesis/chapters/11_discussion.tex,risk,Uncertainty and comparisons & Intervals are unavailable for many displayed means; no multiplicity plan exists. & Precision and false-discovery risk cannot be fully assessed. & No new significance claims or tests. & High for exposure-specific inference. \\,Risk language is descriptive and bounded by the stated observational context.,RETAINED—QUALIFIED,NO,Risk language is descriptive and bounded by the stated observational context.,Static reader-facing occurrence reviewed.
BOUND-0836,thesis-writing/thesis/chapters/11_discussion.tex,validation,"Cross-dataset transport & Datasets differ in era, size, variables, proxies, DAGs, and populations. & Local patterns may not transport or be construct equivalent. & Dataset-specific reporting and no numerical pooling. & High; no external transport validation. \\",Evidence and provenance are qualified; no unearned validation or reproducibility claim.,RETAINED—QUALIFIED,NO,Evidence and provenance are qualified; no unearned validation or reproducibility claim.,Static reader-facing occurrence reviewed.
BOUND-0837,thesis-writing/thesis/chapters/11_discussion.tex,causal,Missing result configurations & Numbered producing causal configs are unavailable. & Exact reruns and setting verification are blocked. & Run summaries and result manifest. & High for computational reproduction. \\,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0838,thesis-writing/thesis/chapters/11_discussion.tex,Clinical,"Clinical validation & No prospective, chart-review, or external clinical validation was performed. & Clinical accuracy and utility are unknown. & Retrospective, hypothesis-generating use boundary. & High; bedside use is inappropriate. \\","Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim.",RETAINED—QUALIFIED,NO,"Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim.",Static reader-facing occurrence reviewed.
BOUND-0839,thesis-writing/thesis/chapters/11_discussion.tex,validation,"Clinical validation & No prospective, chart-review, or external clinical validation was performed. & Clinical accuracy and utility are unknown. & Retrospective, hypothesis-generating use boundary. & High; bedside use is inappropriate. \\",Evidence and provenance are qualified; no unearned validation or reproducibility claim.,RETAINED—QUALIFIED,NO,Evidence and provenance are qualified; no unearned validation or reproducibility claim.,Static reader-facing occurrence reviewed.
BOUND-0840,thesis-writing/thesis/chapters/11_discussion.tex,clinical,"Clinical validation & No prospective, chart-review, or external clinical validation was performed. & Clinical accuracy and utility are unknown. & Retrospective, hypothesis-generating use boundary. & High; bedside use is inappropriate. \\","Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim.",RETAINED—QUALIFIED,NO,"Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim.",Static reader-facing occurrence reviewed.
BOUND-0841,thesis-writing/thesis/chapters/11_discussion.tex,validation,"Clinical validation & No prospective, chart-review, or external clinical validation was performed. & Clinical accuracy and utility are unknown. & Retrospective, hypothesis-generating use boundary. & High; bedside use is inappropriate. \\",Evidence and provenance are qualified; no unearned validation or reproducibility claim.,RETAINED—QUALIFIED,NO,Evidence and provenance are qualified; no unearned validation or reproducibility claim.,Static reader-facing occurrence reviewed.
BOUND-0842,thesis-writing/thesis/chapters/11_discussion.tex,Clinical,"Clinical validation & No prospective, chart-review, or external clinical validation was performed. & Clinical accuracy and utility are unknown. & Retrospective, hypothesis-generating use boundary. & High; bedside use is inappropriate. \\","Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim.",RETAINED—QUALIFIED,NO,"Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim.",Static reader-facing occurrence reviewed.
BOUND-0843,thesis-writing/thesis/chapters/11_discussion.tex,deployment,"Fairness and deployment & No subgroup fairness, safety, impact, or human-factors audit was performed. & Unequal errors and automation harm may go undetected. & Explicit non-deployment boundary. & High; dedicated evaluation is required. \\","Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim.",RETAINED—QUALIFIED,NO,"Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim.",Static reader-facing occurrence reviewed.
BOUND-0844,thesis-writing/thesis/chapters/11_discussion.tex,impact,"Fairness and deployment & No subgroup fairness, safety, impact, or human-factors audit was performed. & Unequal errors and automation harm may go undetected. & Explicit non-deployment boundary. & High; dedicated evaluation is required. \\",Risk language is descriptive and bounded by the stated observational context.,RETAINED—QUALIFIED,NO,Risk language is descriptive and bounded by the stated observational context.,Static reader-facing occurrence reviewed.
BOUND-0845,thesis-writing/thesis/chapters/11_discussion.tex,deployment,"Fairness and deployment & No subgroup fairness, safety, impact, or human-factors audit was performed. & Unequal errors and automation harm may go undetected. & Explicit non-deployment boundary. & High; dedicated evaluation is required. \\","Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim.",RETAINED—QUALIFIED,NO,"Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim.",Static reader-facing occurrence reviewed.
BOUND-0846,thesis-writing/thesis/chapters/12_conclusions_future_work.tex,clinical,"This thesis addressed the challenge of connecting irregular ICU time-series data to transparent retrospective analysis without concealing the transformations required along the way. The motivating problem is not only that clinical measurements are sparse, asynchronous, and shaped by the measurement process, but also that prediction and observational analysis can become disconnected when their labels, identifiers, preprocessing contracts, and interpretation boundaries are not explicit. The study therefore developed and evaluated an evidence-tracked workflow across PhysioNet 2012 and MIMIC-III that moves from dataset-specific preprocessing to project-specific proxy-state construction, multi-label prediction, normalized and aggregated proxy-state inputs, project-authored DAGs, matching, heterogeneous-effect estimation, and available diagnostics.","Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim.",RETAINED—QUALIFIED,NO,"Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim.",Static reader-facing occurrence reviewed.
BOUND-0847,thesis-writing/thesis/chapters/12_conclusions_future_work.tex,effect,"This thesis addressed the challenge of connecting irregular ICU time-series data to transparent retrospective analysis without concealing the transformations required along the way. The motivating problem is not only that clinical measurements are sparse, asynchronous, and shaped by the measurement process, but also that prediction and observational analysis can become disconnected when their labels, identifiers, preprocessing contracts, and interpretation boundaries are not explicit. The study therefore developed and evaluated an evidence-tracked workflow across PhysioNet 2012 and MIMIC-III that moves from dataset-specific preprocessing to project-specific proxy-state construction, multi-label prediction, normalized and aggregated proxy-state inputs, project-authored DAGs, matching, heterogeneous-effect estimation, and available diagnostics.",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0848,thesis-writing/thesis/chapters/12_conclusions_future_work.tex,clinical,"The resulting framework is a retrospective research workflow. Its proxy states are rule-derived analytical constructs rather than verified clinical conditions, and its adjusted estimates remain conditional on the measurement, graph, intervention-definition, temporal-ordering, support, and modeling assumptions stated throughout the thesis. This distinction is central to the contribution: the workflow makes its handoffs, evidence sources, and unresolved requirements visible instead of presenting an apparently seamless output as a clinical fact.","Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim.",RETAINED—QUALIFIED,NO,"Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim.",Static reader-facing occurrence reviewed.
BOUND-0849,thesis-writing/thesis/chapters/12_conclusions_future_work.tex,intervention,"The resulting framework is a retrospective research workflow. Its proxy states are rule-derived analytical constructs rather than verified clinical conditions, and its adjusted estimates remain conditional on the measurement, graph, intervention-definition, temporal-ordering, support, and modeling assumptions stated throughout the thesis. This distinction is central to the contribution: the workflow makes its handoffs, evidence sources, and unresolved requirements visible instead of presenting an apparently seamless output as a clinical fact.",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0850,thesis-writing/thesis/chapters/12_conclusions_future_work.tex,clinical,"The resulting framework is a retrospective research workflow. Its proxy states are rule-derived analytical constructs rather than verified clinical conditions, and its adjusted estimates remain conditional on the measurement, graph, intervention-definition, temporal-ordering, support, and modeling assumptions stated throughout the thesis. This distinction is central to the contribution: the workflow makes its handoffs, evidence sources, and unresolved requirements visible instead of presenting an apparently seamless output as a clinical fact.","Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim.",RETAINED—QUALIFIED,NO,"Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim.",Static reader-facing occurrence reviewed.
BOUND-0851,thesis-writing/thesis/chapters/12_conclusions_future_work.tex,causal,"The strongest contribution is the integrated, evidence-tracked connection between irregular-time-series representation, proxy-state construction, predictive modeling, algorithmic aggregation, and downstream observational analysis. The shared proxy-state interface provides a traceable route from deterministic source-code rules to prediction labels, binary voter inputs, and dataset-specific exposure analyses. Separate causal and split-aware predictive contracts further make identifier, cohort, and export boundaries inspectable. Checked result tables, manifests, checksums, source packets, and explicit deferred issues complement this workflow by improving numerical traceability, even though they do not yet provide a complete clean-checkout reproduction record.",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0853,thesis-writing/thesis/chapters/12_conclusions_future_work.tex,CausalForestDML,"In the primary original-cohort analysis, CausalForestDML produced positive mean model-estimated CATE summaries for all nine MIMIC-III exposures and for nine of ten PhysioNet exposures; the PhysioNet shock summary was negative (Chapter~\ref{chap:results}). These estimates document systematic variation in the constructed proxy-state analyses after the implemented adjustment procedure; they do not establish that a proxy state caused mortality or that modifying it would change an outcome. Matching supplied a descriptive empirical-support baseline, not independent confirmation, and its failures and weak-support flags remain part of the evidence.",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0854,thesis-writing/thesis/chapters/12_conclusions_future_work.tex,caused,"In the primary original-cohort analysis, CausalForestDML produced positive mean model-estimated CATE summaries for all nine MIMIC-III exposures and for nine of ten PhysioNet exposures; the PhysioNet shock summary was negative (Chapter~\ref{chap:results}). These estimates document systematic variation in the constructed proxy-state analyses after the implemented adjustment procedure; they do not establish that a proxy state caused mortality or that modifying it would change an outcome. Matching supplied a descriptive empirical-support baseline, not independent confirmation, and its failures and weak-support flags remain part of the evidence.",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0855,thesis-writing/thesis/chapters/12_conclusions_future_work.tex,CausalForestDML,"The comparison between CausalForestDML and LinearDML adds useful but bounded triangulation: their mean summaries had the same direction in all 19 original-cohort dataset--exposure comparisons, while magnitudes and within-dataset rankings still differed (Chapter~\ref{chap:results}). Thus agreement is informative about the observed sign pattern but not a guarantee of estimator correctness, equal uncertainty, or valid identification. CausalPFN also agreed in direction with both DML estimators in 18 of 19 comparisons, with PhysioNet shock as the exception (Chapter~\ref{chap:results}). This is an exploratory complementary finding only: its primary method source is unresolved in the approved corpus, and its sensitivity and permutation stages were intentionally not part of the archived diagnostic workflow.",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0856,thesis-writing/thesis/chapters/12_conclusions_future_work.tex,CausalPFN,"The comparison between CausalForestDML and LinearDML adds useful but bounded triangulation: their mean summaries had the same direction in all 19 original-cohort dataset--exposure comparisons, while magnitudes and within-dataset rankings still differed (Chapter~\ref{chap:results}). Thus agreement is informative about the observed sign pattern but not a guarantee of estimator correctness, equal uncertainty, or valid identification. CausalPFN also agreed in direction with both DML estimators in 18 of 19 comparisons, with PhysioNet shock as the exception (Chapter~\ref{chap:results}). This is an exploratory complementary finding only: its primary method source is unresolved in the approved corpus, and its sensitivity and permutation stages were intentionally not part of the archived diagnostic workflow.",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0857,thesis-writing/thesis/chapters/12_conclusions_future_work.tex,causal,"Together, these results support the thesis's methodological objective: a common proxy-state layer can organize a cross-dataset sequence of prediction and assumption-guided adjusted analysis while preserving dataset-specific definitions, estimator hierarchy, and evidence boundaries. The contribution is the transparent integration and qualification of these components, not the invention of the underlying predictive, causal, matching, or diagnostic methods.",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0858,thesis-writing/thesis/chapters/12_conclusions_future_work.tex,Clinical,"The conclusions are constrained first by construct validity. The proxy states are project-specific rules, not chart-adjudicated labels, and the two datasets differ in measured variables, proxy ontologies, and timing. Prediction and majority voting can propagate or preserve rule and measurement error; a binary tag can compress distinct trajectories, and a negative tag can reflect unavailable measurement rather than absence of a condition. Clinical review, reference-standard evaluation, and exact support for several rule families remain incomplete.","Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim.",RETAINED—QUALIFIED,NO,"Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim.",Static reader-facing occurrence reviewed.
BOUND-0859,thesis-writing/thesis/chapters/12_conclusions_future_work.tex,interventions,"Second, the observational analyses do not remove identification uncertainty. Illness-state proxy exposures are not necessarily well-defined interventions, the DAGs are project-authored assumptions rather than empirically established structures, temporal ordering is incomplete, and unmeasured confounding can remain. Matching rates, distances, failures, sensitivity analyses, and permutation checks qualify particular risks but do not establish global overlap, balance, exchangeability, or causal certainty. Estimator agreement must therefore be read alongside estimator disagreement, support gaps, incomplete uncertainty reporting, and the different diagnostic coverage of CausalPFN.",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0860,thesis-writing/thesis/chapters/12_conclusions_future_work.tex,risks,"Second, the observational analyses do not remove identification uncertainty. Illness-state proxy exposures are not necessarily well-defined interventions, the DAGs are project-authored assumptions rather than empirically established structures, temporal ordering is incomplete, and unmeasured confounding can remain. Matching rates, distances, failures, sensitivity analyses, and permutation checks qualify particular risks but do not establish global overlap, balance, exchangeability, or causal certainty. Estimator agreement must therefore be read alongside estimator disagreement, support gaps, incomplete uncertainty reporting, and the different diagnostic coverage of CausalPFN.",Risk language is descriptive and bounded by the stated observational context.,RETAINED—QUALIFIED,NO,Risk language is descriptive and bounded by the stated observational context.,Static reader-facing occurrence reviewed.
BOUND-0861,thesis-writing/thesis/chapters/12_conclusions_future_work.tex,causal,"Second, the observational analyses do not remove identification uncertainty. Illness-state proxy exposures are not necessarily well-defined interventions, the DAGs are project-authored assumptions rather than empirically established structures, temporal ordering is incomplete, and unmeasured confounding can remain. Matching rates, distances, failures, sensitivity analyses, and permutation checks qualify particular risks but do not establish global overlap, balance, exchangeability, or causal certainty. Estimator agreement must therefore be read alongside estimator disagreement, support gaps, incomplete uncertainty reporting, and the different diagnostic coverage of CausalPFN.",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0862,thesis-writing/thesis/chapters/12_conclusions_future_work.tex,CausalPFN,"Second, the observational analyses do not remove identification uncertainty. Illness-state proxy exposures are not necessarily well-defined interventions, the DAGs are project-authored assumptions rather than empirically established structures, temporal ordering is incomplete, and unmeasured confounding can remain. Matching rates, distances, failures, sensitivity analyses, and permutation checks qualify particular risks but do not establish global overlap, balance, exchangeability, or causal certainty. Estimator agreement must therefore be read alongside estimator disagreement, support gaps, incomplete uncertainty reporting, and the different diagnostic coverage of CausalPFN.",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0863,thesis-writing/thesis/chapters/12_conclusions_future_work.tex,clinical,"Finally, the present evidence does not establish external clinical utility. The two datasets support application of the workflow in distinct settings but do not justify numerical pooling or transport claims. No external or prospective clinical validation, subgroup fairness analysis, safety study, impact evaluation, or patient-level deployment evaluation was performed. Authoritative institutional ethics and data-governance documentation also remains required. Reproducibility is incomplete: raw and processed data artifacts, exact numbered causal configurations, predictive split and checkpoint lineage, producing source versions, archive-copy history, and full LLM prompt-run and human-review records remain unresolved.","Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim.",RETAINED—QUALIFIED,NO,"Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim.",Static reader-facing occurrence reviewed.
BOUND-0864,thesis-writing/thesis/chapters/12_conclusions_future_work.tex,clinical,"Finally, the present evidence does not establish external clinical utility. The two datasets support application of the workflow in distinct settings but do not justify numerical pooling or transport claims. No external or prospective clinical validation, subgroup fairness analysis, safety study, impact evaluation, or patient-level deployment evaluation was performed. Authoritative institutional ethics and data-governance documentation also remains required. Reproducibility is incomplete: raw and processed data artifacts, exact numbered causal configurations, predictive split and checkpoint lineage, producing source versions, archive-copy history, and full LLM prompt-run and human-review records remain unresolved.","Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim.",RETAINED—QUALIFIED,NO,"Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim.",Static reader-facing occurrence reviewed.
BOUND-0865,thesis-writing/thesis/chapters/12_conclusions_future_work.tex,validation,"Finally, the present evidence does not establish external clinical utility. The two datasets support application of the workflow in distinct settings but do not justify numerical pooling or transport claims. No external or prospective clinical validation, subgroup fairness analysis, safety study, impact evaluation, or patient-level deployment evaluation was performed. Authoritative institutional ethics and data-governance documentation also remains required. Reproducibility is incomplete: raw and processed data artifacts, exact numbered causal configurations, predictive split and checkpoint lineage, producing source versions, archive-copy history, and full LLM prompt-run and human-review records remain unresolved.",Evidence and provenance are qualified; no unearned validation or reproducibility claim.,RETAINED—QUALIFIED,NO,Evidence and provenance are qualified; no unearned validation or reproducibility claim.,Static reader-facing occurrence reviewed.
BOUND-0866,thesis-writing/thesis/chapters/12_conclusions_future_work.tex,impact,"Finally, the present evidence does not establish external clinical utility. The two datasets support application of the workflow in distinct settings but do not justify numerical pooling or transport claims. No external or prospective clinical validation, subgroup fairness analysis, safety study, impact evaluation, or patient-level deployment evaluation was performed. Authoritative institutional ethics and data-governance documentation also remains required. Reproducibility is incomplete: raw and processed data artifacts, exact numbered causal configurations, predictive split and checkpoint lineage, producing source versions, archive-copy history, and full LLM prompt-run and human-review records remain unresolved.",Risk language is descriptive and bounded by the stated observational context.,RETAINED—QUALIFIED,NO,Risk language is descriptive and bounded by the stated observational context.,Static reader-facing occurrence reviewed.
BOUND-0867,thesis-writing/thesis/chapters/12_conclusions_future_work.tex,deployment,"Finally, the present evidence does not establish external clinical utility. The two datasets support application of the workflow in distinct settings but do not justify numerical pooling or transport claims. No external or prospective clinical validation, subgroup fairness analysis, safety study, impact evaluation, or patient-level deployment evaluation was performed. Authoritative institutional ethics and data-governance documentation also remains required. Reproducibility is incomplete: raw and processed data artifacts, exact numbered causal configurations, predictive split and checkpoint lineage, producing source versions, archive-copy history, and full LLM prompt-run and human-review records remain unresolved.","Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim.",RETAINED—QUALIFIED,NO,"Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim.",Static reader-facing occurrence reviewed.
BOUND-0868,thesis-writing/thesis/chapters/12_conclusions_future_work.tex,causal,"Finally, the present evidence does not establish external clinical utility. The two datasets support application of the workflow in distinct settings but do not justify numerical pooling or transport claims. No external or prospective clinical validation, subgroup fairness analysis, safety study, impact evaluation, or patient-level deployment evaluation was performed. Authoritative institutional ethics and data-governance documentation also remains required. Reproducibility is incomplete: raw and processed data artifacts, exact numbered causal configurations, predictive split and checkpoint lineage, producing source versions, archive-copy history, and full LLM prompt-run and human-review records remain unresolved.",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0869,thesis-writing/thesis/chapters/12_conclusions_future_work.tex,clinical,"The first priority is clinical and construct validation. Future work should freeze the proxy rules, obtain qualified clinical review, and, where feasible, compare them with chart-adjudicated reference labels. This should include dataset-specific assessment of timing, missingness, thresholds, and differences between rule-derived, predicted, and aggregated proxy states. Such work would clarify whether the shared interface is an appropriate representation for the clinical concepts and analyses that it is intended to support.","Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim.",RETAINED—QUALIFIED,NO,"Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim.",Static reader-facing occurrence reviewed.
BOUND-0870,thesis-writing/thesis/chapters/12_conclusions_future_work.tex,validation,"The first priority is clinical and construct validation. Future work should freeze the proxy rules, obtain qualified clinical review, and, where feasible, compare them with chart-adjudicated reference labels. This should include dataset-specific assessment of timing, missingness, thresholds, and differences between rule-derived, predicted, and aggregated proxy states. Such work would clarify whether the shared interface is an appropriate representation for the clinical concepts and analyses that it is intended to support.",Evidence and provenance are qualified; no unearned validation or reproducibility claim.,RETAINED—QUALIFIED,NO,Evidence and provenance are qualified; no unearned validation or reproducibility claim.,Static reader-facing occurrence reviewed.
BOUND-0871,thesis-writing/thesis/chapters/12_conclusions_future_work.tex,clinical,"The first priority is clinical and construct validation. Future work should freeze the proxy rules, obtain qualified clinical review, and, where feasible, compare them with chart-adjudicated reference labels. This should include dataset-specific assessment of timing, missingness, thresholds, and differences between rule-derived, predicted, and aggregated proxy states. Such work would clarify whether the shared interface is an appropriate representation for the clinical concepts and analyses that it is intended to support.","Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim.",RETAINED—QUALIFIED,NO,"Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim.",Static reader-facing occurrence reviewed.
BOUND-0872,thesis-writing/thesis/chapters/12_conclusions_future_work.tex,clinical,"The first priority is clinical and construct validation. Future work should freeze the proxy rules, obtain qualified clinical review, and, where feasible, compare them with chart-adjudicated reference labels. This should include dataset-specific assessment of timing, missingness, thresholds, and differences between rule-derived, predicted, and aggregated proxy states. Such work would clarify whether the shared interface is an appropriate representation for the clinical concepts and analyses that it is intended to support.","Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim.",RETAINED—QUALIFIED,NO,"Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim.",Static reader-facing occurrence reviewed.
BOUND-0873,thesis-writing/thesis/chapters/12_conclusions_future_work.tex,intervention,"The second priority is a stronger observational design. A future study should specify a target-trial-aligned question with eligibility, time zero, intervention strategies, follow-up, outcome, estimand, and an explicit plan for time-varying confounding. It should add prespecified overlap and balance diagnostics, support-aware estimands, uncertainty and multiplicity procedures, richer sensitivity analyses, and handoff ablations that quantify how measurement, proxy construction, prediction, and aggregation affect downstream estimates.",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0874,thesis-writing/thesis/chapters/12_conclusions_future_work.tex,clinically,"The third priority is reproducibility and external evaluation. Signed per-run manifests should link raw-data access records, processed-artifact hashes, split identifiers, checkpoints, commands, resolved configurations, software environments, source versions, and archived outputs. Frozen definitions should then be evaluated on temporal and external cohorts and on clinically justified subgroups before any prospective workflow, safety, or impact study is considered. CausalPFN should remain exploratory until its primary source and implementation version are verified and an appropriate diagnostic and uncertainty plan is available. LLM-assisted design provenance likewise requires a complete, human-governed record of prompt settings and accepted or rejected rule and graph decisions. Authoritative ethics and data-governance wording should also be completed before prospective or deployment-related evaluation.","Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim.",RETAINED—QUALIFIED,NO,"Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim.",Static reader-facing occurrence reviewed.
BOUND-0875,thesis-writing/thesis/chapters/12_conclusions_future_work.tex,impact,"The third priority is reproducibility and external evaluation. Signed per-run manifests should link raw-data access records, processed-artifact hashes, split identifiers, checkpoints, commands, resolved configurations, software environments, source versions, and archived outputs. Frozen definitions should then be evaluated on temporal and external cohorts and on clinically justified subgroups before any prospective workflow, safety, or impact study is considered. CausalPFN should remain exploratory until its primary source and implementation version are verified and an appropriate diagnostic and uncertainty plan is available. LLM-assisted design provenance likewise requires a complete, human-governed record of prompt settings and accepted or rejected rule and graph decisions. Authoritative ethics and data-governance wording should also be completed before prospective or deployment-related evaluation.",Risk language is descriptive and bounded by the stated observational context.,RETAINED—QUALIFIED,NO,Risk language is descriptive and bounded by the stated observational context.,Static reader-facing occurrence reviewed.
