snapshot_id,artifact_type,file,line_or_context,exact_value,pre_edit_hash,post_edit_value,unchanged,authorized_formatting_exception,notes
S5.5-01592,integer,thesis-writing/thesis/chapters/10_results.tex,line 216,32,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,32,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01593,integer,thesis-writing/thesis/chapters/10_results.tex,line 217,21,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,21,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01594,integer,thesis-writing/thesis/chapters/10_results.tex,line 217,21,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,21,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01595,integer,thesis-writing/thesis/chapters/10_results.tex,line 218,20,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,20,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01596,integer,thesis-writing/thesis/chapters/10_results.tex,line 218,18,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,18,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01597,integer,thesis-writing/thesis/chapters/10_results.tex,line 220,20,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,20,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01598,integer,thesis-writing/thesis/chapters/10_results.tex,line 220,91,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,91,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01599,integer,thesis-writing/thesis/chapters/10_results.tex,line 221,12,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,12,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01600,integer,thesis-writing/thesis/chapters/10_results.tex,line 221,22,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,22,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01601,integer,thesis-writing/thesis/chapters/10_results.tex,line 222,08,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,08,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01602,integer,thesis-writing/thesis/chapters/10_results.tex,line 222,07,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,07,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01603,integer,thesis-writing/thesis/chapters/10_results.tex,line 223,91,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,91,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01604,integer,thesis-writing/thesis/chapters/10_results.tex,line 223,60,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,60,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01605,integer,thesis-writing/thesis/chapters/10_results.tex,line 224,82,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,82,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01606,integer,thesis-writing/thesis/chapters/10_results.tex,line 224,76,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,76,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01607,integer,thesis-writing/thesis/chapters/10_results.tex,line 225,78,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,78,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01608,integer,thesis-writing/thesis/chapters/10_results.tex,line 225,80,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,80,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01609,integer,thesis-writing/thesis/chapters/10_results.tex,line 226,72,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,72,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01610,integer,thesis-writing/thesis/chapters/10_results.tex,line 226,71,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,71,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01611,integer,thesis-writing/thesis/chapters/10_results.tex,line 227,65,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,65,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01612,integer,thesis-writing/thesis/chapters/10_results.tex,line 227,63,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,63,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01613,integer,thesis-writing/thesis/chapters/10_results.tex,line 228,11,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,11,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01614,integer,thesis-writing/thesis/chapters/10_results.tex,line 228,04,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,04,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01615,integer,thesis-writing/thesis/chapters/10_results.tex,line 229,14,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,14,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01616,integer,thesis-writing/thesis/chapters/10_results.tex,line 229,27,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,27,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01617,integer,thesis-writing/thesis/chapters/10_results.tex,line 237,19,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,19,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01618,integer,thesis-writing/thesis/chapters/10_results.tex,line 237,18,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,18,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01619,integer,thesis-writing/thesis/chapters/10_results.tex,line 237,19,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,19,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01620,integer,thesis-writing/thesis/chapters/10_results.tex,line 237,9,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,9,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01621,integer,thesis-writing/thesis/chapters/10_results.tex,line 237,9,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,9,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01622,integer,thesis-writing/thesis/chapters/10_results.tex,line 237,9,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,9,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01623,integer,thesis-writing/thesis/chapters/10_results.tex,line 237,10,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,10,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01624,integer,thesis-writing/thesis/chapters/10_results.tex,line 237,14,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,14,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01625,integer,thesis-writing/thesis/chapters/10_results.tex,line 237,27,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,27,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01626,integer,thesis-writing/thesis/chapters/10_results.tex,line 237,041,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,041,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01627,integer,thesis-writing/thesis/chapters/10_results.tex,line 243,8,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,8,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01628,integer,thesis-writing/thesis/chapters/10_results.tex,line 244,18,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,18,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01629,integer,thesis-writing/thesis/chapters/10_results.tex,line 244,19,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,19,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01630,integer,thesis-writing/thesis/chapters/10_results.tex,line 244,9,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,9,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01631,integer,thesis-writing/thesis/chapters/10_results.tex,line 244,9,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,9,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01632,integer,thesis-writing/thesis/chapters/10_results.tex,line 244,9,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,9,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01633,integer,thesis-writing/thesis/chapters/10_results.tex,line 244,10,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,10,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01634,integer,thesis-writing/thesis/chapters/10_results.tex,line 251,3,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,3,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01635,integer,thesis-writing/thesis/chapters/10_results.tex,line 262,59,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,59,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01636,integer,thesis-writing/thesis/chapters/10_results.tex,line 263,49,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,49,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01637,integer,thesis-writing/thesis/chapters/10_results.tex,line 264,97,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,97,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01638,integer,thesis-writing/thesis/chapters/10_results.tex,line 265,87,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,87,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01639,integer,thesis-writing/thesis/chapters/10_results.tex,line 266,73,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,73,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01640,integer,thesis-writing/thesis/chapters/10_results.tex,line 267,50,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,50,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01641,integer,thesis-writing/thesis/chapters/10_results.tex,line 268,35,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,35,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01642,integer,thesis-writing/thesis/chapters/10_results.tex,line 269,32,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,32,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01643,integer,thesis-writing/thesis/chapters/10_results.tex,line 270,31,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,31,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01644,integer,thesis-writing/thesis/chapters/10_results.tex,line 272,19,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,19,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01645,integer,thesis-writing/thesis/chapters/10_results.tex,line 273,11,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,11,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01646,integer,thesis-writing/thesis/chapters/10_results.tex,line 274,07,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,07,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01647,integer,thesis-writing/thesis/chapters/10_results.tex,line 275,05,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,05,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01648,integer,thesis-writing/thesis/chapters/10_results.tex,line 276,91,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,91,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01649,integer,thesis-writing/thesis/chapters/10_results.tex,line 277,77,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,77,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01650,integer,thesis-writing/thesis/chapters/10_results.tex,line 278,67,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,67,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01651,integer,thesis-writing/thesis/chapters/10_results.tex,line 279,63,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,63,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01652,integer,thesis-writing/thesis/chapters/10_results.tex,line 280,25,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,25,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01653,integer,thesis-writing/thesis/chapters/10_results.tex,line 281,041,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,041,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01654,integer,thesis-writing/thesis/chapters/10_results.tex,line 289,26,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,26,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01655,integer,thesis-writing/thesis/chapters/10_results.tex,line 289,845,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,845,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01656,integer,thesis-writing/thesis/chapters/10_results.tex,line 289,7,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,7,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01657,integer,thesis-writing/thesis/chapters/10_results.tex,line 289,993,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,993,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01658,integer,thesis-writing/thesis/chapters/10_results.tex,line 289,18,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,18,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01659,integer,thesis-writing/thesis/chapters/10_results.tex,line 289,852,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,852,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01660,integer,thesis-writing/thesis/chapters/10_results.tex,line 289,21,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,21,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01661,integer,thesis-writing/thesis/chapters/10_results.tex,line 289,42,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,42,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01662,integer,thesis-writing/thesis/chapters/10_results.tex,line 291,1,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,1,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01663,integer,thesis-writing/thesis/chapters/10_results.tex,line 298,6,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,6,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01664,integer,thesis-writing/thesis/chapters/10_results.tex,line 298,486,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,486,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01665,integer,thesis-writing/thesis/chapters/10_results.tex,line 298,2,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,2,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01666,integer,thesis-writing/thesis/chapters/10_results.tex,line 298,276,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,276,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01667,integer,thesis-writing/thesis/chapters/10_results.tex,line 298,0,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,0,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01668,integer,thesis-writing/thesis/chapters/10_results.tex,line 300,55,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,55,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01669,integer,thesis-writing/thesis/chapters/10_results.tex,line 300,57,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,57,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01670,integer,thesis-writing/thesis/chapters/10_results.tex,line 300,19,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,19,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01671,integer,thesis-writing/thesis/chapters/10_results.tex,line 300,041,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,041,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01672,integer,thesis-writing/thesis/chapters/10_results.tex,line 300,174,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,174,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01673,integer,thesis-writing/thesis/chapters/10_results.tex,line 300,041,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,041,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01674,integer,thesis-writing/thesis/chapters/10_results.tex,line 300,413,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,413,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01675,integer,thesis-writing/thesis/chapters/10_results.tex,line 300,57,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,57,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01676,integer,thesis-writing/thesis/chapters/10_results.tex,line 308,42,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,42,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01677,integer,thesis-writing/thesis/chapters/10_results.tex,line 315,0,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,0,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01678,integer,thesis-writing/thesis/chapters/10_results.tex,line 315,2,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,2,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01679,integer,thesis-writing/thesis/chapters/10_results.tex,line 315,8,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,8,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01680,integer,thesis-writing/thesis/chapters/10_results.tex,line 326,8,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,8,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01681,integer,thesis-writing/thesis/chapters/10_results.tex,line 326,1,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,1,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01682,integer,thesis-writing/thesis/chapters/10_results.tex,line 326,8,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,8,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01683,integer,thesis-writing/thesis/chapters/10_results.tex,line 326,1,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,1,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01684,integer,thesis-writing/thesis/chapters/10_results.tex,line 327,8,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,8,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01685,integer,thesis-writing/thesis/chapters/10_results.tex,line 327,1,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,1,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01686,integer,thesis-writing/thesis/chapters/10_results.tex,line 327,8,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,8,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01687,integer,thesis-writing/thesis/chapters/10_results.tex,line 327,1,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,1,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01688,integer,thesis-writing/thesis/chapters/10_results.tex,line 328,8,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,8,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01689,integer,thesis-writing/thesis/chapters/10_results.tex,line 328,1,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,1,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01690,integer,thesis-writing/thesis/chapters/10_results.tex,line 329,8,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,8,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01691,integer,thesis-writing/thesis/chapters/10_results.tex,line 329,1,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,1,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01692,integer,thesis-writing/thesis/chapters/10_results.tex,line 329,8,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,8,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01693,integer,thesis-writing/thesis/chapters/10_results.tex,line 329,1,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,1,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01694,integer,thesis-writing/thesis/chapters/10_results.tex,line 330,8,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,8,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01695,integer,thesis-writing/thesis/chapters/10_results.tex,line 330,1,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,1,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01696,integer,thesis-writing/thesis/chapters/10_results.tex,line 330,8,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,8,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01697,integer,thesis-writing/thesis/chapters/10_results.tex,line 330,1,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,1,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01698,integer,thesis-writing/thesis/chapters/10_results.tex,line 331,8,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,8,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01699,integer,thesis-writing/thesis/chapters/10_results.tex,line 331,1,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,1,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01700,integer,thesis-writing/thesis/chapters/10_results.tex,line 333,7,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,7,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01701,integer,thesis-writing/thesis/chapters/10_results.tex,line 333,3,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,3,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01702,integer,thesis-writing/thesis/chapters/10_results.tex,line 333,7,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,7,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01703,integer,thesis-writing/thesis/chapters/10_results.tex,line 333,3,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,3,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01704,integer,thesis-writing/thesis/chapters/10_results.tex,line 334,7,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,7,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01705,integer,thesis-writing/thesis/chapters/10_results.tex,line 334,3,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,3,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01706,integer,thesis-writing/thesis/chapters/10_results.tex,line 334,7,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,7,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01707,integer,thesis-writing/thesis/chapters/10_results.tex,line 334,3,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,3,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01708,integer,thesis-writing/thesis/chapters/10_results.tex,line 335,7,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,7,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01709,integer,thesis-writing/thesis/chapters/10_results.tex,line 335,3,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,3,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01710,integer,thesis-writing/thesis/chapters/10_results.tex,line 336,7,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,7,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01711,integer,thesis-writing/thesis/chapters/10_results.tex,line 336,3,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,3,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01712,integer,thesis-writing/thesis/chapters/10_results.tex,line 336,7,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,7,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01713,integer,thesis-writing/thesis/chapters/10_results.tex,line 336,3,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,3,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01714,integer,thesis-writing/thesis/chapters/10_results.tex,line 337,7,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,7,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01715,integer,thesis-writing/thesis/chapters/10_results.tex,line 337,3,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,3,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01716,integer,thesis-writing/thesis/chapters/10_results.tex,line 337,7,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,7,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01717,integer,thesis-writing/thesis/chapters/10_results.tex,line 337,3,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,3,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01718,integer,thesis-writing/thesis/chapters/10_results.tex,line 338,7,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,7,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01719,integer,thesis-writing/thesis/chapters/10_results.tex,line 338,3,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,3,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01720,label,thesis-writing/thesis/chapters/10_results.tex,line 2,chap:results,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,chap:results,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01721,label,thesis-writing/thesis/chapters/10_results.tex,line 7,sec:results:analysis-population-counts,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,sec:results:analysis-population-counts,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01722,label,thesis-writing/thesis/chapters/10_results.tex,line 14,tab:results-analysis-populations,f831b65a48333edde4138869bbeae73f3b843b3d07618238ed65d8c1b0e61de8,tab:results-analysis-populations,YES,NONE,Static frozen-content comparison; unchanged.
